1.01325E+03 77.35
5.06625E+03 77.35
1.01325E+04 77.35
1.51988E+04 77.35
3.03975E+04 77.35
5.06625E+04 77.35
8.106000+04 77.35
9.11925E+04 77.35
1.01325E+05 77.35
